newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-sports/nfl-highest-paid-te-george-kittle-reveals-favorite-purchase-50-foot-flagpole-massive-american-flag,NFL's highest-paid TE George Kittle reveals favorite purchase: A 50-foot flagpole for a massive American flag,0.000495,0.000028,0.000189,0.000112,0.000204,0.000042,0.000028,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/watch-gaffe-prone-seattle-socialist-mayor-cuts-off-police-chief-yet-another-awkward-interview,WATCH: Gaffe-prone Seattle socialist mayor cuts off police chief in yet another awkward interview,0.023401,0.000045,0.000801,0.000176,0.010926,0.000488,0.000241,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/fellow-vet-remembers-late-army-paratrooper-helped-fox-news-reporter-afghans-helene-victims-send-me,"Friend remembers late Army paratrooper who helped Fox News reporter, Afghans and Helene victims: 'Send me'",0.002863,0.000018,0.000220,0.000309,0.000807,0.000041,0.000032,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/steel-across-america-ends-cross-country-911-memorial-ny-giants-game,Steel Across America ends its cross-country 9/11 memorial at NY Giants game,0.000681,0.000036,0.000247,0.000142,0.000264,0.000067,0.000032,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/cuba-plunges-total-blackout-electrical-grid-collapses-us-embassy-warns,"Cuba plunges into total blackout as electrical grid collapses again, US Embassy warns",0.004140,0.000024,0.000112,0.000934,0.000354,0.000166,0.000031,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/third-person-dies-mosquito-trapped-plane-germany-airport-malaria-phenomenon,Third person dies after mosquito is reportedly trapped on plane to Germany in 'airport malaria' phenomenon,0.003365,0.000026,0.000096,0.000521,0.000451,0.000185,0.000035,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/china-firm-gave-iran-lifeline-collect-hormuz-tolls-before-pulling-plug-amid-us-warning,China firm gave Iran lifeline to collect Hormuz tolls before pulling plug amid US warning,0.000776,0.000018,0.000077,0.000188,0.000180,0.000049,0.000018,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/voters-get-choose-just-not-result-russias-parliamentary-election-reaches-occupied-ukraine,‘Voters get to choose — just not the result’: Russia’s parliamentary election reaches occupied Ukraine,0.000352,0.000036,0.000206,0.000117,0.000213,0.000051,0.000031,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/opinion/resident-evil-review-director-zach-cregger-delivers-infectious-reboot-gory-video-game-franchise,'Resident Evil' Review: Director Zach Cregger delivers infectious reboot to gory video game franchise,0.000751,0.000023,0.000169,0.000117,0.000350,0.000027,0.000020,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/opinion/broadcast-bias-networks-embrace-latest-form-panic-ai-apocalypse,BROADCAST BIAS: Networks embrace their latest form of panic – the AI apocalypse,0.001322,0.000106,0.000827,0.000397,0.000475,0.000186,0.000063,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/opinion/ai-revolution-could-become-national-security-disaster-if-we-arent-careful,The AI revolution could become a national security disaster if we aren't careful,0.000594,0.000031,0.000160,0.000125,0.000199,0.000062,0.000024,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/health/women-turn-testosterone-low-sex-drive-doctors-confront-treatment-experimentation,Women turn to testosterone for low sex drive as doctors confront treatment ‘experimentation’,0.038122,0.000346,0.000884,0.011547,0.002594,0.001229,0.010707,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/health/kim-kardashian-reveals-new-health-scare-haunting-connection-fathers-cancer-death,Kim Kardashian reveals new health scare with haunting connection to father’s cancer death,0.002630,0.000027,0.000101,0.000212,0.000264,0.000253,0.000065,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/health/celebrity-plastic-surgeon-reveals-when-too-soon-facelift-waiting-can-backfire,"Celebrity plastic surgeon reveals when it's too soon for a facelift, and when waiting can backfire",0.003369,0.000017,0.000271,0.000081,0.001560,0.000039,0.000045,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/health/nearly-3-4-americans-battling-exhausting-health-problem-cdc-reveals,"Nearly 3 in 4 Americans are battling the same exhausting health problem, CDC reveals",0.001425,0.000021,0.000095,0.000243,0.000336,0.000047,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/philly-serial-killer-probe-expose-larger-network-apparent-snuff-films-expert-says,"Philly serial killer probe could expose larger network behind apparent 'snuff' films, expert says",0.004231,0.000013,0.000087,0.000190,0.001604,0.000032,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/law-professor-killer-stalked-shark-circling-ex-mother-in-law-murder-for-hire-ambush,Law professor's killer stalked him 'like a shark circling' before ex-mother-in-law's murder-for-hire ambush,0.240728,0.000168,0.001544,0.000394,0.055527,0.010980,0.002030,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/clancy-holdout-juror-taps-former-trump-lawyer-fight-back-hes-dragged-through-mud-attorney,Clancy holdout juror taps former Trump lawyer to fight back as he’s ‘dragged through the mud’: attorney,0.006346,0.000014,0.000181,0.000093,0.002428,0.000064,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/lifestyle/mountain-lion-caught-camera-evading-capture-san-francisco-tranquilized-released,"Mountain lion caught on camera evading capture in San Francisco before being tranquilized, released",0.000569,0.000033,0.000224,0.000119,0.000209,0.000065,0.000036,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-analysis/universities-across-america-honor-victims-9-11-terrorist-attacks-memorial-stair-climbs,Universities across America honor the victims of the 9/11 terrorist attacks with memorial stair climbs,0.002227,0.000034,0.000114,0.000479,0.000219,0.000070,0.000028,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/im-coming-home-last-words-haunt-911-daughter-25-years-later-builds-legacy-his-honor,‘I’m coming home’: Last words haunt a 9/11 daughter 25 years later as she builds a legacy in his honor,0.000943,0.000028,0.000157,0.000132,0.000241,0.000057,0.000082,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/lawyer-says-250-foot-trump-arch-disrupts-historic-sightlines-cherished-veterans-seeking-burial-arlington,Lawyer says 250-foot Trump arch disrupts historic sightlines cherished by veterans seeking burial at Arlington,0.001482,0.000013,0.000088,0.000103,0.000468,0.000033,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/archbishop-canterbury-withdraws-award-muslim-cleric-osama-bin-laden-praise-surfaces,Archbishop of Canterbury withdraws award from Muslim cleric after past Osama bin Laden praise surfaces,0.061225,0.000331,0.000762,0.051271,0.004569,0.001283,0.000550,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/fox-news-poll-71-think-trump-administration-lacks-plan-end-iran-war,Fox News Poll: 71% think Trump administration lacks plan to end Iran war,0.001113,0.000018,0.000110,0.000182,0.000278,0.000035,0.000017,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/texas-air-national-guard-pilot-ejects-safely-before-f-16-crash-michigan,Texas Air National Guard pilot ejects safely before F-16 crash in Michigan,0.000565,0.000047,0.000394,0.000153,0.000398,0.000073,0.000037,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/john-ritters-widow-amy-yasbeck-details-fatal-misdiagnosis-she-says-led-his-death,John Ritter's widow Amy Yasbeck details the fatal misdiagnosis she says led to his death,0.003732,0.000019,0.000149,0.000145,0.000785,0.000082,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/jennifer-aniston-romance-jim-curtis-faces-celebrity-relationship-trap-expert-warns,"Jennifer Aniston’s romance with Jim Curtis faces celebrity relationship trap, expert warns",0.003131,0.000036,0.000549,0.000172,0.001194,0.000067,0.000229,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/margot-robbie-turns-heads-blue-bikini-set-new-oceans-eleven-prequel,Margot Robbie turns heads in blue bikini on set of new 'Ocean's Eleven' prequel,0.002180,0.000039,0.000301,0.000159,0.000434,0.000109,0.000133,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/fox-news-entertainment-newsletter-king-charles-draws-line-sand-harry-meghans-school-run-issues,Fox News Entertainment newsletter: King Charles draws ‘line in the sand'; Harry and Meghan's school-run issues,0.000371,0.000023,0.000176,0.000083,0.000236,0.000031,0.000029,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/sports/2026-world-series-odds,"2026 World Series Odds: Dodgers, Brewers Remain Favored",0.000487,0.000449,0.003892,0.001084,0.003511,0.000309,0.000146,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/sports/2026-al-nl-mvp-odds,"2026 AL, NL MVP Odds: PCA, Alvarez Running Away With Awards",0.000280,0.000163,0.001341,0.000335,0.001206,0.000118,0.000078,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/sports/mlb-postseason-wild-card-playoffs-standings-2026,"2026 MLB Playoff Picture, Standings: Dodgers' NL West Dominance Continues",0.000254,0.000080,0.000491,0.000255,0.000472,0.000086,0.000046,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/sports/2026-mlb-cy-young-odds-historic-race,"2026 Cy Young Odds: Misiorowski, Schlittler Virtual Locks",0.000370,0.002883,0.020602,0.004322,0.015785,0.001183,0.000589,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/missouri-woman-federally-indicted-chilling-death-threats-austin-metcalf-family,Missouri woman federally indicted over chilling death threats sent to Austin Metcalf's family,0.010638,0.000110,0.000520,0.003014,0.001645,0.000477,0.000485,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/gabby-petito-mother-urges-public-ripple-effect-help-find-missing-5-years-after-daughters-murder,Gabby Petito's mother urges public 'ripple effect' to help find the missing 5 years after daughter's murder,0.007117,0.000032,0.000292,0.000234,0.001234,0.000172,0.000351,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/lifestyle/shut-up-listen-trace-gallagher-shares-unexpected-wisdom-learned-being-girl-dad,'Shut up' and listen: Trace Gallagher shares 'unexpected' wisdom learned from being a 'girl dad',0.379779,0.000353,0.089489,0.000892,0.250061,0.000333,0.004078,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/leaked-trump-plan-sparks-gop-showdown-over-how-far-republicans-should-go-support-families,Leaked Trump plan sparks GOP showdown over how far Republicans should go to support families,0.006497,0.000010,0.000119,0.000103,0.003094,0.000025,0.000023,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-culture/hiker-colorado-trip-hospital-kicked-back-moose,Hiker in Colorado takes trip to the hospital after being kicked in the back by a moose,0.106611,0.000197,0.001562,0.000763,0.002076,0.032856,0.001101,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/kelly-osbourne-draws-line-estranged-sister-aimee-dont-want-you-my-life,Kelly Osbourne draws a line with estranged sister Aimee: 'I don't want you in my life',0.278204,0.000100,0.002252,0.002427,0.097793,0.003364,0.000724,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/personal-finance/americans-average-401k-balance-reaches-record-high-fidelity-data-shows,"Americans' average 401(k) balance reaches record high, Fidelity data shows",0.000419,0.000017,0.000103,0.000080,0.000183,0.000028,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/economy/americans-splurged-smarter-summer-micro-vacations-travel-stacking,Americans splurged smarter this summer with micro-vacations and travel stacking,0.001771,0.000017,0.000112,0.000195,0.000719,0.000029,0.000016,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/sports/why-college-athletes-should-live-like-college-students-despite-six-figure-nil-deals,Why college athletes should 'live like college students' despite six-figure NIL deals,0.001422,0.000022,0.000253,0.000151,0.000515,0.000049,0.000046,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/media/how-dolly-parton-built-legacy-giving-beyond-country-music,How Dolly Parton built a legacy of giving beyond country music,0.000548,0.000025,0.000140,0.000114,0.000237,0.000033,0.000025,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/tech/delivery-robots-swarm-chicago-sidewalk-viral-video,Delivery robots swarm Chicago sidewalk in viral video,0.000700,0.000029,0.000171,0.000195,0.000224,0.000045,0.000024,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/tech/can-tech-really-get-you-off-your-phone-real-life,Can tech really get you off your phone and into real life?,0.000654,0.000025,0.000152,0.000109,0.000235,0.000047,0.000022,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/tech/119000-fake-shops-could-steal-your-credit-card-details,"119,000 fake shops could steal your credit card details",0.001299,0.000014,0.000121,0.000089,0.000589,0.000025,0.000017,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/tech/how-hurricane-charity-scams-target-you-before-storms-hit,How hurricane charity scams target you before storms hit,0.002538,0.000021,0.000240,0.000101,0.000758,0.000073,0.000031,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/sydney-sweeneys-provocative-sports-ad-reinforces-image-she-has-already-built-despite-backlash-expert,Sydney Sweeney’s provocative sports ad 'reinforces the image she has already built' despite backlash: expert,0.000695,0.000047,0.000427,0.000189,0.000616,0.000059,0.000036,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/technology/google-gemini-accessed-3-companies-systems-during-ai-cybersecurity-test,Google Gemini accessed protected systems of 3 real companies during artificial intelligence cybersecurity test,0.000370,0.000041,0.000261,0.000127,0.000259,0.000056,0.000032,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/economy/california-entrepreneur-warns-billionaire-wealth-tax-could-trigger-giant-sucking-sound-business-exits,California entrepreneur warns billionaire wealth tax could trigger 'giant sucking sound' of business exits,0.168037,0.000349,0.028516,0.000648,0.035104,0.000269,0.030663,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxbusiness.com/technology/uber-ordered-pay-40m-after-driver-leaves-intoxicated-california-woman-freeway,Uber ordered to pay $40M after driver leaves intoxicated California woman on freeway,0.013547,0.000121,0.000632,0.002146,0.002448,0.000409,0.000874,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/lifestyle/country-music-star-pulled-bible-bed-her-get-through-divorce,Country music star pulled her Bible into bed with her to get through divorce,0.018836,0.000136,0.001531,0.002917,0.002881,0.000472,0.000583,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-sports/formula-one-driver-lewis-hamilton-tells-macklemore-standing-solidarity-palestine,Formula One driver Lewis Hamilton tells Macklemore he is ‘standing’ in solidarity with him on Palestine,0.000431,0.000046,0.000287,0.000172,0.000251,0.000067,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/tech/driverless-racing-goes-global-will-fans-care,Driverless racing goes global. Will fans care?,0.000456,0.000018,0.000109,0.000097,0.000174,0.000034,0.000022,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/san-diego-bystanders-chase-down-suspected-tesla-thief-woman-struck-boardwalk,San Diego bystanders chase down suspected Tesla thief after woman struck on boardwalk,0.013565,0.000071,0.000360,0.001258,0.003314,0.000291,0.000349,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/arizona-sheriff-deploys-helicopter-save-2-stranded-flooded-car,Arizona sheriff deploys helicopter to save 2 stranded in flooded car,0.000453,0.000019,0.000083,0.000103,0.000125,0.000047,0.000024,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/travel/hiker-61-battles-agonizing-injury-grueling-climb-resets-dislocated-shoulder-himself,"Hiker, 61, battles agonizing injury on grueling climb, resets dislocated shoulder himself",0.025344,0.000030,0.000357,0.000127,0.011156,0.000498,0.000106,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/media/taylor-swift-quiet-friend-ed-sheeran-takes-heat-over-macklemore-free-palestine-concert-fiasco,Taylor Swift quiet as friend Ed Sheeran takes heat over Macklemore's 'Free Palestine' concert fiasco,0.001404,0.000029,0.000323,0.000133,0.000786,0.000045,0.000041,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/duncan-sheik-barely-breathing-singer-dead-56,"Duncan Sheik, ‘Barely Breathing’ singer, dead at 56",0.002280,0.000052,0.000293,0.000272,0.000924,0.000117,0.000056,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick/riley-green-drops-19-track-album-thats-just-me-country-music-fans-cant-get-enough,Riley Green drops 19-track album 'That's Just Me' and country music fans can't get enough,0.001119,0.000038,0.000446,0.000162,0.000638,0.000041,0.000069,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-sports/colin-kaepernick-accuses-nfl-colluding-against-macklemore-free-palestine-controversy,Colin Kaepernick accuses NFL of 'colluding' against Macklemore amid 'Free Palestine' controversy,0.000369,0.000032,0.000183,0.000106,0.000230,0.000039,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/food-drink/beloved-restaurant-chain-known-ice-cream-now-operates-handful-states,"Beloved restaurant chain dwindles from 850 locations to 87, but expert sees 'a lot of life left'",0.000402,0.000023,0.000156,0.000087,0.000199,0.000036,0.000024,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/food-drink/best-cheese-burger-according-expert-why-some-popular-picks-fall-flat,"The best cheese for a burger, according to an expert, and why some popular picks fall flat",0.000978,0.000027,0.000236,0.000112,0.000336,0.000052,0.000036,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/food-drink/man-loses-weight-eating-nothing-certain-food-25-days-paid-price,Man loses weight eating nothing but a certain food for 25 days — and paid a price,0.003858,0.000200,0.000510,0.001307,0.001457,0.000508,0.000302,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/food-drink/costcos-unexpected-new-role-americans-love-lives-secret-sauce-sampling,Costco's unexpected new role in Americans' love lives: 'Secret sauce is the sampling',0.000789,0.000018,0.000125,0.000119,0.000283,0.000029,0.000022,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxweather.com/weather-news/flood-thunderstorm-midwest-ohio-valley-plains-september-2026,Waterlogged Midwest facing intense flooding through final weekend of summer as severe storms lash region,0.000442,0.000027,0.000139,0.000121,0.000179,0.000049,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxweather.com/weather-news/el-nino-atlantic-hurricane-season-invest-99l,"Invest 99L rapidly organizing, likely to become Atlantic's sixth named storm today amid strengthening El Niño",0.000425,0.000021,0.000149,0.000085,0.000233,0.000031,0.000019,100.000000,0.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxweather.com/weather-news/rare-tropical-disturbance-gulf-of-california-southwest-flood-threat,Relentless rain shifts east as flooding threat remains for parts of water-logged Southwest through Saturday,0.000562,0.000025,0.000126,0.000133,0.000192,0.000057,0.000024,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxweather.com/weather-news/northeast-flash-flood-threat-weekend-rain,New York City in bullseye of weekend flash flood threat as storms bring gloomy end to record summer,0.000515,0.000020,0.000110,0.000103,0.000196,0.000037,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/video/6405289275112,"Fox News At Night - Friday, September 18",0.000331,0.000209,0.001658,0.000399,0.001871,0.000134,0.000084,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/video/6405290620112,"Gutfeld! - Friday, September 18",0.000741,0.000873,0.008743,0.001551,0.007988,0.000535,0.000263,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/video/6405285846112,"Hannity - Friday, September 18",0.000312,0.000160,0.001325,0.000258,0.000962,0.000120,0.000080,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/video/6405283562112,THE INGRAHAM ANGLE AIRCHECK 9/18/2026 6:59:59 PM,0.030331,0.000379,0.008312,0.001821,0.006519,0.000318,0.000665,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/world/former-syrian-president-assad-sentenced-death-absentia,Former Syrian President Assad sentenced to death in absentia,0.069252,0.000142,0.000565,0.004844,0.002111,0.013884,0.000136,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/watch-hearing-turmoil-jasmine-crockett-unloads-mlks-niece-wild-racially-charged-rant,WATCH: Hearing turmoil as Jasmine Crockett unloads on MLK's niece in wild racially-charged rant,0.072503,0.000056,0.000450,0.000514,0.025029,0.000990,0.000693,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-sports/stefon-diggs-felony-strangulation-trial-begins-nfl-receiver-denying-everything,Stefon Diggs felony strangulation trial begins with NFL receiver denying everything,0.002047,0.000022,0.000231,0.000138,0.000498,0.000069,0.000064,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/sports/identities-revealed-pickleball-players-died-plane-crash-traveling-tournament,Identities of pickleball players killed in plane crash on way to tournament released,0.003192,0.000043,0.000310,0.000270,0.000366,0.000183,0.000039,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/media/sorority-alumnae-legal-fight-federal-court-given-brother-instead-sisterhood,Sorority alumnae take legal fight to federal court after being 'given a brother' instead of sisterhood,0.001129,0.000018,0.000162,0.000111,0.000477,0.000023,0.000043,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/media/trump-announces-white-house-ban-three-media-outlets,Trump announces White House ban against three media outlets,0.001573,0.000059,0.000249,0.000516,0.000439,0.000081,0.000041,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/michael-rapaport-rips-nyc-mayor-mamdani-jewish-gathering-outside-gracie-mansion,Michael Rapaport rips NYC Mayor Mamdani during Jewish gathering outside Gracie Mansion,0.012661,0.001023,0.002240,0.008344,0.003045,0.001058,0.000379,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/media/scream-star-admits-ashamed-sequel-return-actress-fired-anti-israel-comments,'Scream' star admits he's 'ashamed' of sequel return after actress fired over anti-Israel comments,0.012700,0.000091,0.000780,0.001614,0.001100,0.000207,0.000611,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/outkick-sports/robert-kraft-opposes-dangerous-lies-not-free-speech-matt-calkins,"Robert Kraft opposes dangerous lies, not free speech | Matt Calkins",0.003258,0.000101,0.000801,0.000445,0.001806,0.000077,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/media/ms-rachel-urges-every-wealthy-white-celebrity-match-macklemore-donation-palestinian-causes,Ms Rachel urges 'every wealthy White celebrity' to match Macklemore's donation to Palestinian causes,0.023572,0.000257,0.000476,0.024695,0.002149,0.000290,0.000207,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/us/illegal-immigrant-rideshare-driver-charged-rape-maryland-prior-nyc-sex-abuse-arrest,Illegal immigrant rideshare driver charged with rape in Maryland had prior NYC sex abuse arrest,0.735991,0.001393,0.005138,0.065086,0.010867,0.005865,0.529294,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/illegal-immigrant-arrested-indiana-allegedly-voting-federal-election-dhs,Illegal immigrant arrested in Indiana for allegedly voting in federal election: DHS,0.008470,0.000017,0.000103,0.003218,0.000966,0.000082,0.000029,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/codepink-cofounder-medea-benjamin-family-foundation-major-funder-left-wing-activist-groups,How CodePink co-founder Medea Benjamin's family foundation became a major funder of left-wing activist groups,0.000389,0.000048,0.000353,0.000161,0.000534,0.000038,0.000026,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/politics/dhs-top-lawyer-threatens-penalties-attorneys-clogging-asylum-system,DHS' top lawyer threatens penalties for attorneys clogging asylum system,0.009579,0.000047,0.001119,0.000247,0.002575,0.000157,0.000122,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/meghan-markles-future-depends-netflix-rescues-royals-ringside-seat-experts,Meghan Markle's future depends on Netflix rescue as royals have 'ringside seat': experts,0.000886,0.000020,0.000160,0.000134,0.000334,0.000040,0.000037,0.000000,100.000000,0.000000
